bedrooms,bathrooms,square_feet,location,year_built,garage,has_pool,property_type,num_floors,has_basement,price,price_category
3,2,2080,Queens,1984,1,0,House,2,1,805955,Medium
3,1,1777,Staten Island,2005,0,0,House,2,0,618656,Low
3,4,2927,Manhattan,2009,0,1,Apartment,2,1,1050280,High
6,2,1976,Staten Island,1993,1,1,House,2,1,940679,Medium
6,1,3710,Manhattan,2012,1,0,House,3,1,1240231,High
3,3,3376,Manhattan,2014,0,0,Apartment,2,1,1011821,High
6,3,1220,Staten Island,1990,0,1,Condo,3,0,797004,Medium
4,3,3622,Harlem,1983,0,1,House,2,1,1142647,High
3,1,3220,Queens,2012,1,1,Condo,3,1,969140,High
4,1,3136,Brooklyn,1985,1,1,House,3,1,1076193,High
4,4,1607,Staten Island,2007,0,0,Condo,3,1,727426,Low
3,2,2568,Bronx,1989,0,1,House,3,1,883088,Medium
2,2,3584,Manhattan,2015,1,1,House,1,0,1101259,High
3,2,1821,Brooklyn,2005,1,1,House,1,1,840093,Medium
3,2,1899,Bronx,2009,1,1,House,2,0,721778,Low
6,1,1795,Brooklyn,2001,1,1,House,2,1,972616,High
3,1,3431,Queens,1984,1,0,Apartment,1,0,878961,Medium
2,4,1107,Bronx,1981,1,1,House,1,1,652537,Low
6,2,1004,Harlem,2012,0,1,Apartment,3,1,782299,Medium
1,1,1894,Harlem,1995,0,1,House,3,0,649188,Low
1,1,2558,Staten Island,1986,0,0,Condo,3,0,638055,Low
4,1,3419,Brooklyn,2000,1,0,Condo,3,0,1000844,High
4,1,1263,Harlem,2014,1,1,Condo,2,0,664120,Low
2,2,2778,Harlem,2001,0,0,Apartment,3,0,813024,Medium
5,2,2249,Staten Island,2001,1,1,Apartment,2,0,880137,Medium
1,1,2008,Staten Island,1985,0,0,Condo,1,1,532793,Low
4,3,2357,Harlem,2012,0,1,Apartment,1,0,909884,Medium
1,4,2473,Brooklyn,2018,0,1,Condo,3,1,837966,Medium
2,2,1919,Brooklyn,2022,0,1,House,3,0,757690,Low
2,2,2006,Manhattan,2004,0,0,House,2,1,787516,Medium
5,3,2018,Manhattan,1997,1,1,House,2,1,1002807,High
5,2,2177,Bronx,2020,0,1,House,3,0,894134,Medium
6,3,1883,Bronx,2014,1,0,Apartment,1,1,867382,Medium
2,3,880,Bronx,2003,1,0,Condo,3,1,593082,Low
4,1,3067,Manhattan,2019,0,1,Apartment,1,0,1006769,High
1,2,1815,Staten Island,2019,1,1,Condo,1,1,630694,Low
3,4,1236,Harlem,2002,0,0,House,3,1,718365,Low
5,3,2051,Queens,2012,1,0,Condo,3,1,903851,Medium
3,4,1407,Queens,2008,1,0,Apartment,1,1,708066,Low
4,1,2995,Harlem,1989,1,0,Condo,2,1,933690,Medium
5,2,1028,Brooklyn,1994,0,0,House,2,0,760380,Low
3,1,2015,Manhattan,1989,1,0,Apartment,2,0,784107,Medium
4,1,3194,Brooklyn,2005,0,1,Apartment,1,0,942610,High
1,4,3587,Queens,2019,1,1,Condo,1,1,1000293,High
4,4,3049,Brooklyn,2008,1,1,House,2,1,1171520,High
6,3,3718,Manhattan,2013,1,0,Condo,3,0,1273003,High
5,2,1264,Manhattan,1997,0,1,Apartment,3,0,827055,Medium
2,1,1349,Manhattan,1981,1,0,Condo,3,0,655807,Low
1,3,3607,Queens,2004,1,1,Condo,1,0,937902,Medium
3,3,1236,Manhattan,2000,0,1,House,1,1,817680,Medium
5,1,3526,Bronx,2010,1,0,Condo,3,1,1043829,High
2,1,3999,Bronx,2001,0,1,House,1,0,937188,Medium
4,3,2734,Harlem,1988,1,1,Condo,3,0,987371,High
2,1,1114,Manhattan,2006,1,1,House,2,0,658214,Low
5,1,1603,Bronx,2004,0,1,Apartment,2,0,699119,Low
5,4,3836,Manhattan,2004,1,0,House,3,0,1277746,High
6,2,3894,Queens,2006,0,0,House,1,1,1152912,High
6,3,3508,Bronx,1989,1,1,Condo,2,0,1152583,High
2,1,1920,Queens,2009,0,0,Condo,3,0,624739,Low
4,3,3563,Bronx,1983,0,0,Apartment,2,1,1021121,High
2,2,3098,Staten Island,2000,0,0,House,1,1,802326,Medium
5,3,1966,Staten Island,2009,1,1,Apartment,2,0,848093,Medium
5,3,940,Harlem,2012,1,1,Condo,2,1,768641,Medium
3,3,2084,Harlem,2022,0,0,House,3,0,820510,Medium
6,4,2015,Harlem,2005,0,1,Apartment,2,1,1008052,High
3,2,2160,Queens,1981,1,1,Condo,2,1,796065,Medium
1,2,2174,Bronx,2002,1,0,Condo,1,1,612359,Low
5,3,3068,Staten Island,2010,1,1,Apartment,1,1,1017143,High
3,3,3028,Manhattan,1983,1,0,House,2,0,1037708,High
2,2,2652,Brooklyn,1999,0,0,Apartment,2,1,828471,Medium
6,1,3295,Staten Island,2004,0,1,Condo,3,1,1067930,High
6,4,2627,Staten Island,1980,1,1,House,2,0,1065963,High
4,2,3675,Manhattan,1981,0,1,House,3,1,1166915,High
2,3,915,Staten Island,1985,0,1,Apartment,1,1,500455,Low
4,1,2445,Staten Island,1986,0,1,Condo,1,0,765291,Low
3,1,1701,Staten Island,1983,1,0,Apartment,2,1,622257,Low
1,1,1130,Harlem,1997,1,0,Apartment,3,0,511629,Low
2,4,3002,Harlem,2020,1,0,Condo,3,0,946291,High
2,4,2459,Bronx,2022,0,0,House,2,0,782480,Medium
2,2,3704,Harlem,1984,1,1,House,3,1,1043287,High
4,2,1261,Staten Island,2004,1,1,Apartment,2,0,639227,Low
3,2,3810,Brooklyn,1980,0,1,House,1,1,1118210,High
2,2,1895,Harlem,2013,1,1,Condo,2,0,758152,Low
2,3,1819,Bronx,1982,0,0,House,1,0,680482,Low
6,4,726,Bronx,1996,0,1,Condo,1,0,750997,Low
1,1,948,Queens,2011,1,1,House,1,0,476714,Low
6,3,2366,Staten Island,2003,1,1,Apartment,3,0,943935,High
6,2,1667,Brooklyn,1981,1,1,Condo,3,0,939720,Medium
1,2,3389,Brooklyn,1980,0,0,Condo,2,1,907703,Medium
3,3,1327,Queens,2013,0,1,Condo,3,1,671798,Low
6,1,843,Brooklyn,1987,1,0,House,3,1,813460,Medium
3,4,2656,Bronx,1988,1,1,Apartment,3,1,945382,High
6,4,2385,Manhattan,2007,1,0,House,1,1,1120590,High
5,1,1311,Bronx,1998,0,0,Apartment,1,1,589341,Low
1,4,3493,Harlem,1999,0,1,Condo,1,1,976182,High
6,2,3750,Manhattan,1986,0,1,House,1,0,1292663,High
5,2,3861,Brooklyn,2021,0,0,Condo,1,0,1094891,High
4,2,685,Staten Island,2014,0,1,House,3,1,648449,Low
5,2,2108,Manhattan,1998,0,0,Apartment,2,0,899172,Medium
2,1,870,Bronx,1996,1,0,Apartment,3,0,447914,Low
6,4,2397,Bronx,2019,1,0,Condo,2,1,1032862,High
5,4,3160,Harlem,1997,1,1,Apartment,1,0,1054701,High
3,3,1643,Bronx,1986,0,0,House,2,0,682583,Low
4,1,2777,Harlem,2006,0,1,House,3,1,963194,High
6,4,1437,Bronx,2018,1,0,Condo,3,0,844116,Medium
2,4,3417,Queens,2009,0,1,Condo,3,0,987984,High
5,3,3678,Brooklyn,2002,0,0,Condo,1,0,1131700,High
4,2,3499,Staten Island,1999,0,1,Condo,3,0,984083,High
6,4,2376,Harlem,2002,1,0,House,3,0,1042527,High
4,2,1536,Queens,2005,1,1,Condo,1,0,731671,Low
2,3,1933,Brooklyn,1993,1,0,Apartment,3,0,743579,Low
5,4,2432,Harlem,2010,0,1,Apartment,1,0,961613,High
4,2,2250,Manhattan,2006,1,1,Apartment,3,1,961536,High
4,1,3548,Queens,1988,0,0,Apartment,1,1,952575,High
1,2,3120,Harlem,2002,1,1,Condo,1,1,891608,Medium
4,2,3773,Queens,1989,1,1,House,3,0,1100476,High
1,2,2985,Queens,2002,1,0,Apartment,2,1,802107,Medium
5,2,918,Queens,1989,0,1,Apartment,3,0,666567,Low
6,1,2136,Manhattan,1981,0,1,Apartment,2,0,937324,Medium
6,3,1648,Bronx,2016,0,1,Apartment,3,1,874654,Medium
5,2,3368,Queens,2019,0,1,Condo,3,1,1080200,High
5,2,742,Brooklyn,2017,0,0,Apartment,2,0,652513,Low
3,4,2332,Bronx,2017,0,1,Apartment,1,1,787139,Medium
5,4,3304,Manhattan,1980,1,1,Apartment,2,1,1217420,High
4,1,1772,Staten Island,1997,0,0,House,2,1,732428,Low
6,1,2316,Manhattan,2014,1,0,House,1,0,980586,High
2,1,3726,Staten Island,1986,1,1,Apartment,3,0,938980,Medium
6,4,3118,Brooklyn,2021,1,1,House,2,0,1180564,High
1,2,962,Staten Island,2001,1,0,Apartment,2,0,412610,Low
6,4,1249,Harlem,2004,1,1,Apartment,2,1,878679,Medium
3,3,2856,Queens,2021,0,0,Apartment,3,0,851013,Medium
5,1,3856,Bronx,2002,0,1,Apartment,2,1,1076253,High
5,1,3736,Harlem,1988,1,0,Condo,3,0,1123022,High
6,1,1148,Bronx,2006,0,0,Apartment,2,1,652572,Low
2,3,1735,Queens,1990,0,0,House,2,1,742329,Low
2,2,862,Bronx,2006,0,1,Condo,1,1,492365,Low
3,2,3747,Manhattan,2019,1,0,House,2,1,1139385,High
1,2,3967,Queens,2007,0,1,Condo,1,0,909302,Medium
6,1,1801,Queens,1997,1,0,Apartment,1,1,823042,Medium
5,2,1365,Bronx,2015,1,1,Apartment,3,1,746143,Low
6,4,2648,Harlem,2013,1,1,Apartment,2,0,1088412,High
3,1,2795,Staten Island,1992,0,1,Apartment,2,1,803384,Medium
4,3,1475,Brooklyn,2009,1,1,Condo,1,1,831779,Medium
4,3,2459,Staten Island,2007,0,1,House,1,0,853412,Medium
3,2,3633,Manhattan,2001,0,1,Apartment,3,1,1081955,High
5,1,1752,Queens,2003,1,0,Apartment,3,0,753454,Low
3,4,3160,Queens,2009,1,1,Apartment,1,0,989229,High
5,4,2522,Manhattan,2017,1,1,Apartment,2,1,1102187,High
2,1,1228,Brooklyn,1999,1,0,House,3,0,633066,Low
3,2,3619,Queens,1985,0,0,Condo,2,0,958072,High
5,3,2125,Staten Island,2012,1,1,Apartment,1,0,855369,Medium
3,3,3820,Manhattan,2017,0,0,Apartment,1,1,1083652,High
3,4,3940,Queens,1994,1,0,House,1,1,1126152,High
5,4,2324,Staten Island,1994,1,0,House,3,0,944726,High
5,4,1252,Manhattan,2011,0,1,House,3,0,983758,High
1,3,2636,Manhattan,1993,0,0,Condo,1,1,858413,Medium
3,4,1728,Manhattan,2021,0,1,Apartment,2,0,889238,Medium
4,3,1065,Brooklyn,1987,0,0,House,3,0,739758,Low
3,3,1363,Manhattan,2015,1,1,Condo,1,1,846308,Medium
3,2,1619,Harlem,2001,1,0,Condo,1,1,673471,Low
5,2,1528,Bronx,2017,1,1,House,2,1,837715,Medium
3,2,3952,Bronx,1999,0,1,Apartment,3,0,1017520,High
6,4,3441,Manhattan,2003,1,0,House,3,0,1275735,High
3,3,3547,Queens,2000,0,0,House,1,0,972623,High
6,4,1981,Bronx,2007,0,1,House,1,1,962487,High
4,3,1274,Staten Island,2002,1,1,Condo,3,1,767585,Medium
5,2,1608,Staten Island,2003,0,0,Condo,1,1,733123,Low
3,2,1826,Queens,2018,0,0,Condo,2,0,658500,Low
6,4,2235,Staten Island,2002,0,0,Condo,1,0,948879,High
6,3,880,Harlem,1983,0,0,House,2,1,805132,Medium
6,4,3563,Queens,1983,0,0,Apartment,3,0,1148536,High
2,1,1880,Staten Island,2009,0,0,Condo,1,1,589739,Low
1,4,3765,Manhattan,2007,1,0,House,3,1,1117183,High
4,2,923,Staten Island,2010,0,0,Condo,3,1,598218,Low
3,3,3438,Manhattan,2012,1,1,Apartment,2,1,1126797,High
2,3,2285,Staten Island,1998,0,0,House,1,1,711318,Low
3,4,1685,Staten Island,1989,1,1,Apartment,3,1,749286,Low
3,2,2834,Staten Island,2004,1,0,House,2,0,842944,Medium
5,1,3562,Manhattan,2016,1,0,Condo,2,0,1165977,High
5,4,1141,Staten Island,1992,0,0,Condo,2,0,690118,Low
5,3,3544,Staten Island,1985,1,0,Condo,3,1,1102491,High
2,2,1927,Harlem,2009,1,1,Condo,3,0,739156,Low
3,3,2410,Brooklyn,2002,1,0,Apartment,2,0,827534,Medium
1,3,1238,Manhattan,2015,1,1,House,1,1,759462,Low
4,3,1035,Harlem,1995,1,1,Condo,2,0,720141,Low
5,3,2860,Bronx,1987,0,0,Condo,3,0,964192,High
5,1,2029,Queens,1995,0,1,Apartment,1,0,775076,Medium
3,2,3465,Brooklyn,1990,0,1,Apartment,2,0,989498,High
3,4,1561,Harlem,1980,1,1,Condo,3,0,839521,Medium
2,2,1757,Harlem,2001,1,1,Apartment,3,1,692775,Low
2,2,3607,Staten Island,1997,0,1,Apartment,2,0,906690,Medium
5,2,1516,Bronx,2015,1,1,Condo,1,1,782507,Medium
3,4,3640,Bronx,1990,1,1,Condo,1,0,1054091,High
1,2,3562,Staten Island,1999,1,1,Condo,2,0,846932,Medium
4,4,3890,Harlem,1989,1,1,Condo,3,0,1209337,High
3,4,3068,Harlem,1989,1,1,House,2,0,1056071,High
3,1,2966,Staten Island,2016,1,0,House,3,1,898239,Medium
6,3,3828,Brooklyn,2001,0,1,House,3,0,1282133,High
2,4,2835,Manhattan,1990,1,0,Apartment,3,0,943414,High
4,3,2099,Brooklyn,2014,1,0,Apartment,3,1,883072,Medium
5,2,2809,Manhattan,1988,0,0,Apartment,2,1,1023605,High
3,3,728,Bronx,1994,0,1,House,3,0,631831,Low
5,3,903,Queens,1998,0,1,Apartment,1,0,687300,Low
3,3,3760,Staten Island,2016,0,0,House,1,1,994930,High
5,2,1516,Brooklyn,1985,0,1,House,2,0,861320,Medium
4,2,1785,Bronx,2015,0,1,House,3,0,776135,Medium
2,4,1521,Brooklyn,1984,0,0,House,3,0,704802,Low
4,4,1659,Harlem,1982,1,0,Apartment,3,0,811536,Medium
6,1,1850,Manhattan,1989,0,0,Condo,2,1,939640,Medium
1,2,2798,Staten Island,1992,0,0,Apartment,1,1,650920,Low
2,1,1192,Harlem,1983,0,0,Apartment,3,1,543304,Low
4,2,2694,Manhattan,2019,0,1,Condo,1,1,1025471,High
6,3,1539,Harlem,2012,1,0,House,3,1,878173,Medium
1,1,3307,Manhattan,2013,1,1,Apartment,3,0,966873,High
6,1,2878,Manhattan,2015,1,0,House,1,1,1106540,High
3,1,2162,Harlem,2012,1,1,House,2,1,803347,Medium
3,2,1601,Bronx,2000,0,0,House,3,0,684055,Low
5,4,2812,Staten Island,2018,1,1,Apartment,2,0,1012686,High
2,1,3371,Queens,1984,0,1,Condo,3,0,895170,Medium
3,4,3467,Brooklyn,1992,1,0,Apartment,3,1,1089708,High
6,2,2210,Manhattan,2019,1,0,Condo,3,1,1015634,High
2,1,2227,Staten Island,1996,0,0,Condo,3,1,678798,Low
3,2,2197,Brooklyn,1989,0,0,Condo,2,0,777379,Medium
5,4,3737,Staten Island,1989,1,0,Apartment,2,1,1102970,High
4,4,1703,Harlem,1981,1,0,House,1,0,851846,Medium
5,1,2787,Brooklyn,2017,1,0,Condo,2,0,951351,High
1,4,3047,Staten Island,2000,1,1,House,2,1,918207,Medium
3,3,2555,Queens,1980,1,1,Condo,1,0,882321,Medium
1,3,729,Staten Island,2009,0,1,Apartment,1,1,457486,Low
1,1,3632,Staten Island,1997,1,1,Apartment,3,1,845147,Medium
6,2,3413,Manhattan,2014,1,0,Apartment,1,1,1200659,High
2,2,3093,Manhattan,2018,1,0,House,2,1,997463,High
6,2,628,Manhattan,2001,0,1,Apartment,1,1,778228,Medium
3,3,1825,Harlem,1982,1,1,Apartment,3,0,776216,Medium
1,4,1860,Staten Island,1985,0,1,House,2,0,667201,Low
4,3,2231,Queens,2015,0,1,Condo,3,1,863410,Medium
1,4,1398,Brooklyn,1995,0,0,House,2,1,648831,Low
4,3,1962,Manhattan,1982,1,0,Condo,1,1,913619,Medium
6,2,2022,Bronx,2015,0,0,Apartment,1,1,818287,Medium
6,2,2936,Staten Island,1990,1,0,Condo,1,0,986336,High
2,2,3923,Queens,1996,1,1,Apartment,1,0,980061,High
1,1,3624,Queens,1998,1,1,Apartment,1,0,864580,Medium
5,1,699,Manhattan,1987,1,1,Apartment,2,0,757134,Low
6,4,2539,Harlem,1993,0,1,House,3,1,1145512,High
6,1,1021,Manhattan,2005,0,1,House,3,1,894839,Medium
2,3,3290,Harlem,2004,1,1,House,3,1,1015974,High
4,3,1293,Bronx,1989,1,0,House,3,0,755168,Low
2,4,1305,Bronx,2011,0,1,House,1,1,586365,Low
1,4,617,Manhattan,1994,0,0,Apartment,3,1,570508,Low
3,2,3118,Brooklyn,1983,1,1,Apartment,3,1,1036289,High
3,1,3370,Manhattan,2007,1,0,Apartment,2,0,968331,High
4,2,1630,Manhattan,1983,0,1,Apartment,2,1,872314,Medium
6,1,3066,Queens,1992,1,0,Condo,1,1,1018588,High
4,1,979,Manhattan,1991,0,0,House,2,0,682593,Low
6,4,3155,Manhattan,1994,1,0,Condo,1,1,1237840,High
6,2,713,Manhattan,2008,1,0,Condo,3,1,852151,Medium
3,2,3499,Brooklyn,2002,1,1,Condo,3,1,1102154,High
4,1,3158,Queens,1992,1,0,House,1,0,934799,Medium
2,1,2219,Staten Island,2017,1,1,Apartment,3,0,637947,Low
6,4,1450,Staten Island,2014,1,1,Apartment,1,0,821556,Medium
5,3,2496,Staten Island,2019,1,1,Condo,2,0,969905,High
5,2,1575,Staten Island,1991,1,0,Apartment,2,1,717100,Low
2,2,3261,Queens,2009,0,1,House,3,1,967052,High
5,4,3116,Manhattan,1984,1,1,Apartment,2,0,1154460,High
1,4,692,Staten Island,1981,0,1,Apartment,1,0,463949,Low
6,2,2115,Manhattan,2021,0,1,House,2,1,1019323,High
2,2,1725,Staten Island,2009,1,1,Condo,3,1,665064,Low
4,1,1092,Brooklyn,2014,1,1,Condo,3,0,711517,Low
6,3,3410,Manhattan,1989,0,1,House,1,0,1212291,High
2,2,2108,Queens,1988,1,1,Condo,2,0,747160,Low
3,4,3636,Harlem,1996,0,0,Condo,2,1,1050027,High
4,1,3126,Brooklyn,2017,0,0,Condo,1,1,944748,High
3,1,3524,Harlem,2009,0,0,Condo,1,1,901306,Medium
6,4,2635,Brooklyn,2020,0,0,House,1,0,1051547,High
4,4,766,Queens,2014,0,1,Condo,3,0,657567,Low
5,1,739,Brooklyn,1986,1,0,Condo,3,1,725355,Low
2,4,693,Manhattan,1991,0,0,House,1,1,619936,Low
6,1,3852,Bronx,2021,0,1,Apartment,2,0,1116170,High
1,4,1175,Bronx,2013,1,1,House,1,0,611619,Low
4,1,3675,Staten Island,1982,0,0,Condo,1,0,889131,Medium
4,2,1205,Staten Island,2012,1,0,House,1,1,644765,Low
6,2,3943,Manhattan,2019,1,0,House,1,1,1282277,High
6,4,2418,Queens,1992,0,0,House,3,0,1007912,High
3,3,1755,Manhattan,1990,1,0,House,3,0,840590,Medium
5,2,1183,Staten Island,2019,0,1,Apartment,2,1,720507,Low
3,1,1415,Brooklyn,1999,1,0,House,3,1,679681,Low
3,3,2527,Harlem,2010,1,0,Condo,1,1,863850,Medium
5,1,3240,Manhattan,2012,1,0,Apartment,1,1,1086814,High
1,1,2135,Manhattan,2013,0,1,House,1,1,800750,Medium
3,2,3333,Queens,1988,1,0,Condo,2,0,921088,Medium
3,4,1562,Staten Island,1986,0,0,Condo,3,1,719921,Low
4,4,3634,Manhattan,1988,0,0,Condo,1,0,1156708,High
5,1,1675,Brooklyn,2021,0,0,Condo,1,0,804209,Medium
2,2,2647,Harlem,2005,1,1,Apartment,1,0,804687,Medium
1,1,1913,Brooklyn,1981,1,0,Condo,2,0,656036,Low
1,3,1045,Bronx,1984,1,0,Condo,3,0,531266,Low
5,1,2884,Staten Island,1981,1,0,Condo,2,1,924725,Medium
6,2,2114,Brooklyn,1989,1,0,Condo,3,1,965995,High
6,1,3951,Queens,2010,1,1,Apartment,1,0,1131325,High
4,2,1667,Harlem,2012,1,1,House,2,0,803431,Medium
4,4,1481,Staten Island,1985,1,0,House,2,1,775325,Medium
5,2,3413,Brooklyn,1993,1,1,House,2,0,1148902,High
4,3,1536,Manhattan,1993,1,1,Apartment,3,1,874544,Medium
1,2,2548,Staten Island,1994,0,0,House,2,0,677156,Low
1,3,3006,Brooklyn,2012,1,0,Condo,2,1,882409,Medium
2,3,3293,Manhattan,2010,1,0,Apartment,1,0,943653,High
6,1,2149,Bronx,1996,0,0,House,2,1,866983,Medium
5,3,3337,Harlem,2022,0,0,House,1,0,1056444,High
3,2,1061,Staten Island,1994,1,0,House,1,1,591556,Low
6,4,700,Staten Island,1999,0,1,Apartment,2,0,670592,Low
3,2,3339,Brooklyn,2000,1,1,Apartment,1,0,992451,High
2,4,3631,Bronx,2008,0,0,Condo,3,1,983737,High
2,3,3416,Queens,1988,0,1,Apartment,3,1,932942,Medium
4,1,2915,Brooklyn,2008,1,1,Apartment,3,1,1018071,High
2,3,3530,Brooklyn,2013,0,1,Condo,1,1,1021630,High
2,3,1007,Queens,1988,1,0,House,3,1,608481,Low
3,4,3708,Queens,2009,1,1,House,3,0,1119356,High
4,2,3115,Queens,1996,0,1,Apartment,1,1,942521,High
2,1,2339,Harlem,1983,1,1,Condo,2,1,783898,Medium
6,1,858,Queens,2019,0,0,House,1,0,690196,Low
2,1,1108,Queens,2011,1,1,Condo,1,1,533523,Low
4,1,2290,Manhattan,2011,1,1,Condo,2,1,952315,High
5,2,908,Manhattan,1986,0,0,Apartment,3,0,721057,Low
4,1,3944,Queens,2017,1,0,House,3,0,1088216,High
3,4,1224,Harlem,2011,0,0,Condo,1,1,681797,Low
5,4,2757,Harlem,1984,0,0,House,3,1,1087054,High
6,1,1278,Bronx,2021,1,1,House,1,0,771304,Medium
1,1,1883,Harlem,1982,0,1,House,1,0,651807,Low
4,2,2280,Bronx,1999,1,1,House,3,0,894068,Medium
3,2,1341,Queens,1996,1,1,Condo,1,1,678760,Low
6,1,1506,Harlem,1995,0,1,House,3,0,859069,Medium
5,2,867,Manhattan,1990,0,0,Condo,2,0,719671,Low
6,3,2630,Bronx,1992,1,0,Apartment,1,0,969872,High
4,1,3703,Manhattan,1997,1,1,Apartment,3,0,1139510,High
2,2,1539,Brooklyn,1993,1,1,Condo,2,1,716262,Low
4,4,1410,Manhattan,2013,1,0,Apartment,1,0,813145,Medium
1,1,1800,Queens,1991,0,1,Apartment,2,1,600525,Low
4,1,2751,Harlem,2001,0,1,House,1,0,895571,Medium
5,4,1859,Harlem,2000,1,1,Condo,3,1,949646,High
5,4,1716,Staten Island,2005,0,1,Condo,2,1,833664,Medium
4,2,2848,Queens,2021,0,1,House,2,1,934771,Medium
5,4,2434,Brooklyn,2018,1,1,Apartment,2,0,1018055,High
2,3,1498,Harlem,1981,0,1,House,3,0,690482,Low
6,1,3390,Manhattan,1995,1,0,Condo,1,0,1157959,High
4,3,1524,Bronx,2013,0,0,House,3,0,724951,Low
2,2,2390,Queens,1990,1,1,Condo,2,1,804271,Medium
6,4,3244,Harlem,1998,0,0,Condo,2,1,1097847,High
6,1,1658,Bronx,2009,1,0,Apartment,2,0,760366,Low
2,4,3788,Manhattan,1986,1,1,Condo,3,1,1183976,High
3,4,1287,Harlem,2006,1,0,Apartment,2,1,721786,Low
4,2,2081,Brooklyn,2001,1,0,House,1,0,870782,Medium
6,2,2094,Queens,1996,1,1,Apartment,1,0,865938,Medium
6,2,2558,Bronx,1994,0,0,House,3,0,1009623,High
5,2,3567,Harlem,1988,0,1,House,1,1,1126633,High
6,1,1387,Queens,1991,0,0,House,3,1,785338,Medium
2,3,998,Harlem,1987,0,0,Condo,3,1,570852,Low
6,3,3244,Queens,1981,1,1,Apartment,2,0,1141263,High
3,1,2764,Bronx,1995,1,1,House,3,1,880048,Medium
4,4,961,Brooklyn,1982,0,1,House,2,1,827032,Medium
4,1,803,Queens,2010,1,1,Apartment,1,1,595700,Low
6,3,3817,Brooklyn,2022,0,1,House,1,0,1253981,High
1,3,3091,Brooklyn,2005,0,0,Condo,2,0,894856,Medium
1,1,1326,Manhattan,2020,1,0,Apartment,2,0,582446,Low
2,2,2638,Harlem,1981,0,1,House,1,1,822055,Medium
1,4,2240,Bronx,2009,0,1,Apartment,3,0,719456,Low
2,1,3508,Manhattan,1992,0,1,Condo,2,0,1007571,High
5,3,3968,Staten Island,2016,1,0,Condo,2,0,1118619,High
2,2,3515,Harlem,1993,0,0,House,2,1,939713,Medium
1,4,2204,Manhattan,1980,0,1,Apartment,3,0,869438,Medium
6,3,1366,Queens,2011,1,0,Condo,3,1,850356,Medium
5,4,1854,Queens,1985,1,0,Apartment,2,0,861752,Medium
1,2,1826,Queens,2001,1,0,Apartment,1,0,545084,Low
2,3,3009,Staten Island,1990,1,1,House,3,1,929457,Medium
3,2,994,Brooklyn,2002,1,1,Condo,2,0,651278,Low
4,1,847,Queens,1993,1,1,House,3,0,679920,Low
1,1,1513,Harlem,1993,1,1,Apartment,1,1,578347,Low
2,4,2019,Harlem,1999,0,0,House,3,0,741933,Low
5,2,3408,Manhattan,1986,1,0,House,1,1,1164880,High
1,2,3303,Brooklyn,1998,0,1,Condo,3,0,960714,High
1,4,2418,Manhattan,2005,0,0,Apartment,2,1,858918,Medium
4,4,955,Manhattan,2001,1,1,House,2,1,871205,Medium
2,4,840,Queens,1985,0,1,Apartment,2,1,568850,Low
3,1,2510,Manhattan,1992,0,1,House,1,1,935280,Medium
5,4,2876,Staten Island,1989,1,0,Condo,1,0,978360,High
2,1,1220,Harlem,1998,0,1,House,3,1,623543,Low
5,4,3578,Harlem,2010,0,0,Condo,2,1,1117491,High
1,2,2162,Harlem,1989,0,0,House,3,1,710162,Low
4,2,1454,Brooklyn,2016,1,1,House,1,1,806575,Medium
4,4,3176,Queens,1992,1,0,Condo,2,1,1049819,High
6,4,2914,Queens,1996,1,1,House,3,0,1142180,High
3,1,3800,Manhattan,1984,0,1,House,3,0,1131279,High
4,3,2867,Manhattan,2000,0,1,Condo,3,1,1141805,High
1,1,1705,Bronx,2018,1,0,House,3,1,643185,Low
3,2,3208,Bronx,1999,1,1,Apartment,1,0,909265,Medium
2,4,3691,Queens,1986,0,1,House,1,1,1071889,High
4,2,1950,Queens,1994,0,0,Condo,3,0,758949,Low
3,3,1660,Manhattan,1994,0,0,House,1,1,794769,Medium
1,1,981,Staten Island,2002,0,0,Apartment,2,1,412316,Low
6,2,2535,Staten Island,2012,0,0,Apartment,2,1,882056,Medium
5,1,2686,Harlem,1981,1,0,House,3,1,1008420,High
5,4,1732,Manhattan,2011,1,1,House,2,0,987606,High
1,2,3076,Bronx,1994,0,1,Condo,2,0,799712,Medium
1,3,3735,Bronx,1986,0,0,House,3,0,894190,Medium
5,1,3846,Staten Island,1988,0,0,Condo,1,0,988118,High
6,1,3438,Queens,2007,1,0,Apartment,3,1,1108015,High
3,3,2679,Manhattan,2001,1,0,Apartment,3,0,990130,High
5,2,1544,Harlem,1982,0,0,Apartment,1,0,713403,Low
1,2,2344,Harlem,2021,0,0,Apartment,1,0,669694,Low
4,1,3178,Queens,1981,0,0,House,1,0,903805,Medium
2,3,705,Bronx,2001,1,1,House,2,1,582196,Low
6,1,3129,Staten Island,2004,1,0,Condo,1,0,957254,High
6,1,805,Queens,2004,1,0,Condo,2,1,684448,Low
4,4,3918,Bronx,2011,0,1,Apartment,1,0,1079046,High
4,2,1434,Bronx,1986,0,0,Condo,3,1,661913,Low
1,2,688,Harlem,2010,1,0,House,1,0,449442,Low
5,4,3987,Bronx,2016,1,1,Condo,3,1,1233771,High
3,2,3682,Queens,1983,1,1,Apartment,3,1,1081243,High
6,2,1672,Brooklyn,2012,1,0,Condo,1,0,889108,Medium
6,2,1495,Staten Island,1994,0,0,House,2,1,775359,Medium
4,3,2196,Bronx,1988,0,1,Condo,2,1,855493,Medium
